,1_sorry_end,2_ignore_diff,3_begin_correct,4_contact,5_special_time,6_no_home_time,7_2_strangers,8_enjoy_holiday,9_enjoy_travel,10_common_goals,11_harmony,12_freeom_value,13_entertain,14_people_goals,15_dreams,16_love,17_happy,18_marriage,19_roles,20_trust,21_likes,22_care_sick,23_fav_food,24_stresses,25_inner_world,26_anxieties,27_current_stress,28_hopes_wishes,29_know_well,30_friends_social,31_aggro_argue,32_always_never,33_negative_personality,34_offensive_expressions,35_insult,36_humiliate,37_not_calm,38_hate_subjects,39_sudden_discussion,40_idk_what's_going_on,41_calm_breaks,42_argue_then_leave,43_silent_for_calm,44_good_to_leave_home,45_silence_instead_of_discussion,46_silence_for_harm,47_silence_fear_anger,48_i'm_right,49_accusations,50_i'm_not_guilty,51_i'm_not_wrong,52_no_hesitancy_inadequate,53_you're_inadequate,54_incompetence,55_divorce_y_n
2283,3,1,1,3,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,3,3,2,3,2,1,1,1,1,0
2284,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,0
2285,4,3,3,3,3,2,2,4,3,3,3,3,3,3,3,4,3,2,3,3,3,4,4,2,3,2,2,3,3,2,3,3,3,2,3,3,2,3,4,3,3,3,2,4,2,3,3,3,2,3,3,4,4,4,1
2286,2,2,3,3,1,1,1,2,2,3,1,2,3,2,2,3,2,2,1,2,2,3,2,1,1,1,2,3,1,2,1,3,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,2,2,2,1,2,0
2287,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,2,1,1,2,2,2,1,0
2288,4,3,3,3,3,1,1,3,2,3,3,3,3,2,2,2,3,3,4,3,3,3,4,3,3,3,3,4,4,3,3,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,1
2289,2,3,3,3,2,1,1,3,3,2,3,3,2,3,2,2,3,3,3,3,3,2,3,3,2,2,2,2,2,2,3,4,3,3,2,3,3,2,2,4,2,3,4,3,4,3,3,3,4,3,4,3,3,3,1
2290,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,3,1,3,1,1,2,2,2,1,0
2291,4,3,3,3,4,1,1,2,3,4,3,3,4,3,3,4,4,3,4,3,4,4,3,3,4,3,4,3,4,3,2,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,4,3,1
2292,3,3,2,2,2,3,2,2,2,2,3,2,3,2,2,3,3,2,2,1,2,2,3,2,3,2,2,2,3,1,3,1,2,1,2,2,2,2,1,2,2,4,1,3,2,3,2,2,2,2,2,1,2,2,0
2293,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,3,4,1,2,4,3,2,1,3,3,2,2,0
2294,3,3,2,2,3,2,1,2,2,2,3,3,3,3,2,1,2,3,3,2,2,1,3,2,2,2,2,1,2,3,1,1,1,1,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,2,1,3,2,1,1
2295,3,3,3,2,4,3,1,2,2,3,3,3,4,3,2,2,3,2,3,2,2,2,2,1,2,1,2,2,3,2,3,3,2,3,3,3,2,3,3,2,3,4,3,3,2,3,3,4,2,2,3,4,4,3,1
2296,2,2,1,2,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,3,1,1,2,1,2,2,0
2297,2,2,3,2,3,3,2,2,3,2,3,2,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,4,3,3,2,2,2,4,3,4,4,3,4,4,3,4,4,4,3,3,2,2,4,4,2,1
2298,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,0
2299,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,3,2,2,3,3,3,4,3,2,2,3,2,3,2,2,3,2,3,1
2300,2,3,3,2,3,1,1,2,2,3,2,3,3,2,3,3,3,3,3,2,3,2,2,3,4,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,4,4,3,3,2,2,1
2301,3,4,3,4,3,1,3,2,3,4,3,3,2,4,3,4,3,3,3,2,2,2,2,2,3,2,3,3,2,3,4,4,3,4,4,3,3,4,3,4,3,4,3,4,3,3,4,4,4,3,2,3,4,3,1
2302,1,2,2,1,2,2,1,1,3,2,2,2,2,1,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,1,2,2,2,2,1,2,3,2,2,4,1,2,1,1,1,2,1,2,2,2,2,2,3,2,0
2303,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,0
2304,2,2,2,4,2,2,1,2,1,3,2,1,1,2,2,3,2,2,2,1,1,2,2,1,2,1,1,3,1,2,2,3,2,2,2,2,3,3,2,3,2,3,2,3,2,3,3,3,3,2,3,2,2,1,0
2305,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,3,2,2,0
2306,3,3,3,4,3,1,1,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,4,3,3,4,3,3,4,2,3,3,3,2,3,3,2,4,3,3,0
2307,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1,2,1,2,1,1,2,1,1,1,2,2,2,0
2308,2,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,3,1,2,1,2,2,3,2,2,2,1,2,4,3,2,0
2309,3,2,2,2,3,1,1,3,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,1,4,3,2,3,2,2,2,1,2,1,2,1,3,2,2,2,3,3,3,2,3,4,2,3,0
2310,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,3,2,2,2,2,2,1,1,2,0
2311,3,3,3,4,2,4,1,2,3,4,3,2,2,2,3,3,2,2,3,2,2,3,2,1,2,2,2,4,2,1,4,4,3,3,4,3,4,3,4,4,4,4,4,3,4,2,3,2,3,3,2,2,1,3,1
2312,2,2,1,1,2,2,1,2,2,2,2,1,3,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,3,3,3,2,2,2,2,3,2,3,3,3,2,3,3,4,3,3,1,3,3,4,4,1
2313,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,1,1,2,2,1,2,1,1,1,1,2,1,0
2314,3,3,2,3,2,3,3,2,2,2,3,3,2,3,2,3,3,3,3,3,1,2,3,3,2,2,1,3,2,2,4,3,3,3,2,3,4,2,4,4,3,3,2,3,1,1,2,4,2,2,3,1,1,2,1
2315,4,3,4,4,3,1,2,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1
2316,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,3,1,1,2,2,1,1,0
2317,1,1,2,1,2,1,1,2,2,2,3,3,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3,2,3,3,2,1,3,2,2,2,3,2,3,3,3,2,3,2,3,3,2,3,1,2,2,4,3,3,1
2318,3,3,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,1,2,3,2,2,3,2,2,3,2,3,2,2,3,2,3,4,3,4,4,3,2,2,3,4,4,3,4,1
2319,2,2,1,3,3,1,1,3,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,4,2,3,1,2,1,1,3,3,1,0
2320,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,2,3,2,2,2,2,4,3,2,0
2321,3,1,3,3,3,1,1,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,1,2,1,2,2,3,3,3,3,2,2,4,3,3,3,2,2,2,2,3,2,3,3,3,3,3,4,3,2,1
2322,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,1,3,2,2,1,2,2,2,0
2323,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,3,3,4,3,2,2,2,2,1,1,2,4,3,3,3,4,4,3,2,2,3,2,4,2,0
2324,4,4,4,4,3,1,2,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,2,4,3,4,4,2,1
2325,4,3,4,4,4,2,1,3,3,4,4,3,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,2,3,3,3,3,4,4,3,3,4,4,3,4,3,3,4,3,3,3,4,3,3,3,4,2,1,2,1
2326,3,1,2,3,2,3,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,3,2,2,4,3,3,3,3,3,1,1,2,2,1,1,1,2,2,1,2,3,2,2,0
2327,2,2,1,2,2,2,1,3,1,2,2,3,3,3,2,2,3,2,2,2,2,1,3,3,2,2,2,2,2,2,3,2,1,2,3,2,2,3,2,2,2,3,4,4,3,4,3,4,2,2,3,4,3,3,1
2328,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3,2,2,2,2,2,2,3,2,3,3,2,2,3,2,3,3,3,3,2,2,4,0
2329,3,2,3,2,2,1,1,2,2,3,2,2,3,1,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,2,3,2,3,1,4,3,3,4,3,4,3,3,3,4,4,3,0
2330,2,2,3,2,3,1,1,2,3,2,2,2,3,3,3,3,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3,1,3,2,1,3,3,2,2,2,3,3,1,0
2331,3,2,2,2,3,2,1,2,3,3,4,3,3,2,3,2,3,2,4,3,3,3,3,2,4,3,3,3,4,3,2,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,4,4,3,3,4,4,3,1
2332,3,2,4,2,3,1,1,3,3,4,3,3,4,3,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,2,4,4,3,4,2,3,3,2,3,3,3,3,4,3,4,4,4,2,4,4,4,4,2,4,1
2333,4,3,2,3,4,1,1,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,4,3,3,3,3,4,2,4,3,4,3,4,4,4,4,3,4,1
2334,2,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,3,3,2,3,2,2,3,2,2,2,1,3,1,1,2,2,3,2,1
2335,3,3,2,2,3,3,1,2,2,2,2,3,3,3,1,3,3,2,3,3,3,2,2,2,2,3,2,1,3,2,3,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1
2336,4,2,3,4,3,1,2,3,3,2,2,1,2,2,3,2,2,2,3,2,3,2,3,3,2,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,3,4,4,4,4,3,3,0
2337,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,3,3,2,2,2,2,0
2338,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,3,1,2,2,2,2,2,1,1,1,2,2,1,1,1,0
2339,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,3,1,1,2,2,2,1,0
2340,2,2,1,2,3,2,3,3,3,2,4,3,3,3,3,3,3,3,4,2,2,1,2,2,3,3,2,2,3,2,4,3,3,2,2,3,3,3,3,3,2,3,2,4,2,2,3,3,3,3,2,4,3,2,1
2341,4,2,2,2,2,1,2,3,2,2,3,3,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2,1,3,2,3,2,2,3,3,3,2,2,4,3,2,1,2,2,1
2342,3,2,2,2,4,2,1,4,3,3,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,2,3,4,3,3,3,3,3,4,3,4,4,4,4,3,4,4,4,3,3,3,4,3,3,1
2343,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,1,2,1,1,1,1,1,2,2,2,1,2,2,1,0
2344,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,2,2,3,2,2,1,1,1,0
2345,2,2,2,2,2,2,1,1,1,2,3,2,3,2,1,2,3,2,2,1,2,2,2,1,2,1,1,2,2,1,2,3,2,2,2,2,3,2,2,3,3,3,4,4,2,3,4,4,2,2,3,2,3,3,1
2346,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,0
2347,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,1
2348,2,3,2,2,2,1,1,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,2,3,3,2,3,2,2,2,2,4,3,3,4,4,4,3,3,3,3,3,3,1,0
2349,4,4,4,3,3,2,2,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,3,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,2,2,2,4,3,3,3,3,3,3,1
2350,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,2,2,3,3,4,3,3,3,4,3,4,3,4,4,4,3,3,4,2,2,2,3,3,3,2,3,2,2,1
2351,1,1,2,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,3,1,3,2,1,2,2,2,2,3,1,1,1,1,1,0
2352,4,3,3,3,3,2,3,3,4,2,2,3,2,2,3,2,2,2,3,2,3,1,2,2,2,3,3,1,1,2,2,2,2,3,2,3,3,3,3,3,3,2,2,2,3,2,2,4,3,4,4,3,2,2,1
2353,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,0
2354,3,3,3,3,3,1,1,3,3,3,2,3,3,2,3,2,3,2,3,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,4,3,4,2,4,1,4,3,3,2,4,3,4,3,3,3,2,4,3,2,1
2355,2,3,2,2,3,1,1,3,2,3,2,2,3,3,2,2,2,3,2,3,1,3,2,1,1,1,1,2,2,2,2,3,2,3,2,3,3,3,3,3,1,3,4,2,3,4,2,3,3,4,4,2,4,3,0
2356,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,2,3,3,3,1,2,3,3,4,4,2,1,2,1
2357,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,3,1,0
2358,3,2,2,4,2,1,1,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,2,1,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,3,2,3,4,4,2,4,3,2,3,1,1,0
2359,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,3,1,2,3,2,2,4,2,3,2,2,2,1,2,2,0
2360,2,3,2,2,3,2,2,3,4,3,2,2,3,3,4,4,3,3,3,3,2,2,2,2,2,2,3,2,2,1,2,4,3,4,1,3,3,3,2,4,3,4,4,3,3,3,3,4,3,2,4,2,3,3,1
2361,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,4,2,4,3,3,2,2,1,1,1,1,2,0
2362,3,3,4,3,3,1,1,3,3,2,3,3,2,3,3,2,3,4,3,4,3,2,3,4,3,3,3,2,3,3,3,4,4,4,4,3,4,3,3,3,4,3,4,2,4,2,4,3,4,4,3,2,2,3,1
2363,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,4,1,1,0
2364,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,3,1,2,2,2,1,3,2,1,0
2365,3,3,3,2,3,2,2,2,4,2,4,2,3,2,4,3,3,2,3,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,4,3,3,3,1,3,3,4,4,3,4,2,3,1
2366,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,2,2,2,2,2,2,3,3,3,1,0
2367,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,1,2,3,1,3,2,2,2,3,3,3,0
2368,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,0
2369,2,2,2,2,1,2,2,2,1,3,2,2,1,2,2,3,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,3,1,2,2,2,2,2,1,1,2,1,0
2370,4,4,3,3,4,2,2,4,4,2,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,2,4,3,3,4,4,3,4,3,3,1
2371,3,3,3,3,3,2,2,3,3,2,3,3,3,3,2,2,3,3,3,2,2,2,3,3,3,3,2,2,3,3,2,2,2,1,3,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,1
2372,3,3,3,3,2,1,2,3,2,3,3,2,2,3,2,3,2,3,3,3,2,2,3,3,2,3,2,3,2,3,2,3,3,4,3,3,4,4,2,4,3,2,3,2,3,4,2,2,3,3,3,4,3,3,1
2373,2,1,2,3,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,1,2,2,2,2,1,1,0
2374,4,4,3,3,4,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
2375,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,1,3,2,1,2,2,1,2,2,2,2,2,2,1,0
2376,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,3,3,3,1,3,1,1,3,1,1,0
2377,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,2,1,1,1,1,1,0
2378,2,2,3,3,1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,4,1,3,2,2,2,2,3,2,2,1,2,0
2379,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,4,1,4,3,2,2,1,1,1,3,2,2,0
2380,3,2,2,2,2,1,1,3,2,2,2,1,2,1,1,1,1,2,1,2,1,2,3,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,3,1,2,3,2,2,2,1,2,3,2,2,0
2381,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,2,2,3,3,3,2,1,3,2,2,2,1,2,1,2,0
2382,1,2,3,1,3,2,2,2,3,1,3,2,1,2,2,2,2,3,2,3,2,1,2,2,2,1,2,1,1,1,4,3,3,3,1,3,4,3,3,4,2,3,3,2,4,2,2,4,2,2,4,3,4,2,1
2383,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,3,2,2,2,1,1,1,0
2384,3,3,3,3,4,1,1,3,3,3,3,4,4,3,3,3,3,3,3,4,3,2,4,3,3,3,3,2,3,3,2,2,4,3,4,4,3,3,2,4,3,3,4,3,3,3,3,3,4,4,4,4,3,3,1
2385,2,1,2,4,3,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,3,2,1,2,2,1,2,4,3,2,3,2,2,4,1,3,4,3,2,1,0
2386,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,0
2387,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,4,3,3,2,3,4,2,2,4,3,3,4,4,3,3,4,4,4,3,4,3,2,2,1
2388,2,1,2,3,3,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,3,2,3,3,2,2,2,2,2,1,3,2,3,3,4,4,3,3,2,3,3,4,1,0
2389,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,2,2,2,2,1,4,2,3,2,3,2,2,3,1,0
2390,2,2,3,1,1,1,1,3,2,1,2,2,2,2,1,1,1,2,1,2,2,1,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,3,2,2,3,2,3,3,3,3,2,2,0
2391,2,3,2,3,3,1,1,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,1,4,2,4,3,3,3,3,2,4,4,4,4,4,4,2,1
2392,3,3,4,3,3,1,1,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,2,3,3,4,3,3,3,2,3,2,1
2393,3,3,2,2,2,2,1,3,1,2,3,3,3,3,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,3,3,3,3,2,3,2,2,2,3,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,1
2394,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,3,3,3,2,3,3,3,2,3,2,3,2,2,3,3,2,3,3,2,4,2,3,2,1
2395,3,4,3,2,4,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1
2396,4,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,3,3,2,2,1,2,2,2,4,3,3,3,4,3,3,2,3,3,2,1,3,2,2,2,2,2,2,1,1,4,3,2,0
2397,3,3,4,3,3,1,1,2,2,3,3,2,2,2,4,3,2,3,3,2,2,3,3,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,4,4,2,1,2,2,2,3,2,3,3,3,2,3,3,1,0
2398,2,1,2,1,3,1,1,2,1,1,3,2,3,1,1,1,3,2,3,2,2,1,2,2,2,1,2,1,2,2,2,3,3,2,3,2,3,2,3,3,4,2,4,3,4,4,3,3,3,4,3,3,2,3,1
2399,3,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,3,1,1,2,3,3,3,3,3,3,3,3,2,0
2400,2,2,3,3,1,1,3,2,3,3,3,3,2,2,3,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,3,3,2,3,3,2,3,2,2,1,2,1,1,2,2,1
2401,3,2,2,2,3,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,3,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,3,3,1,2,2,1,2,2,2,2,2,2,1,3,3,1,0
